title,platform,provider,skills,rating,review_count,url,description,difficulty,duration,language
Teaching and Assessing Clinical Skills,Coursera,University of Michigan,Skills: pediatrics  teaching  anatomy  patient  debriefing  physical therapy  Surgery  medicine  ordered pair  medical education life-sciences patient-care,4.6,,https://www.coursera.org/learn/clinical-skills,"The purpose of this course is to improve feedback, clinical teaching, and assessment of clinical skills.",Not Calibrated,,English
Teaching and Learning in General Programs: TALG,NPTEL,IISc Bangalore,"Faculty Domain - Fundamental
Faculty Domain - Advanced",,,https://nptel.ac.in/courses/127108015,,,4 Weeks,English
Teaching in University Science Laboratories (Developing Best Practice),Coursera,University of Amsterdam,Skills: physics experiments  chemistry experiments  employment  chemistry  Experiment  student engagement  teaching  hand  opinion  assessment for learning physical-science-and-engineering chemistry,4.7,,https://www.coursera.org/learn/developing-university-lab-education,"This course is developed to improve the effectiveness of laboratory classes in higher education. It aims to support teachers to improve their teaching skills for active learning in university science laboratory courses.  It will show you how laboratory sessions can differ with respect to their aim and expected learning outcomes, how to engage students for learning and how to cope with their different levels of pre-knowledge and experience and probe their understanding. Last but not least it will",Intermediate,,English
Teaching the Violin and Viola: Creating a Healthy Foundation,Coursera,Northwestern University,Skills: hand  Scaling  adult  icm registry  child  music  group dynamics  exercise  Stroke  posture arts-and-humanities music-and-art,4.6,,https://www.coursera.org/learn/teach-violin-lessons,"Join us as we explore the fundamental principles and early stages of teaching violin and viola through a series of engaging video lectures and lesson demonstrations, including: 1) Master classes with some of the world�s top string pedagogues, 2) Individual lesson demos of teaching violin/viola set up, left and right hand technique and pieces from the early violin/viola repertoire, 3) Group lesson demos of teaching music theory, ear training and fun activities that encourage good playing habits, ",Not Calibrated,,English
"Teaching with Art: Using Inquiry, Activities, and Themes",Coursera,The Museum of Modern Art,"Skills: Critical Thinking, Creativity",4.8,4.8(1.9K reviews),,,,,English
Teamwork Skills: Communicating Effectively in Groups,Coursera,University of Colorado Boulder,Skills: communication in small groups  group work  Leadership and Management  Decision Making  Team Building  group development  Negotiation  group decision-making  Communication  group dynamics business leadership-and-management,4.7,,https://www.coursera.org/learn/teamwork-skills-effective-communication,"Effective teamwork and group communication are essential for your professional and personal success.  In this course you will learn to: make better decisions, be more creative and innovative, manage conflict and work with difficult group members, negotiate for preferred outcomes, improve group communication in virtual environments, develop a better overall understanding of human interaction, and work more effectively as a team.  Our goal is to help you understand these important dynamics of grou",Intermediate,,English
Technical Communication for Engineers,NPTEL,IIT Roorkee,"Faculty Domain - Fundamental
Faculty Domain - Advanced",,,https://nptel.ac.in/courses/121107451,,,4 Weeks,English
Technical Support Fundamentals,Coursera,Google,"Skills: Communication, Computer Architecture, Computer Networking, Customer Support, Networking Hardware",4.8,4.8(147K reviews),,,,,English
Technical Textiles,NPTEL,IIT Delhi,,,,https://nptel.ac.in/courses/116102057,,,12 Weeks,English
Technical Writing,Coursera,Moscow Institute of Physics and Technology,Skills: Writing  medical writing  report writing  recommender systems  Communication  Laboratory Research  technical communication  organizing (management)  academic writing  primary research language-learning learning-english,4.4,,https://www.coursera.org/learn/technical-writing,"The course develops technical writing skills necessary to communicate information gained through a process of technical or experimental work. The course highlights the factors that determine the degree of technicality of the language and concepts involved. You will learn how to write different technical reports, e.g., laboratory reports, research reports, design and feasibility reports, progress reports, consulting reports, etc. The course also approaches several language, structure, style, and ",Advanced,,English
Techniques for Teaching Adjectives and Adjective Clauses,Coursera,"University of California, Irvine",Skills: teaching  apposition  Writing  adjective  reason  h.e.a.r.  grammar  Student's t-Distribution  discounting  i-deas language-learning learning-english,4.5,,https://www.coursera.org/learn/teaching-adjective-clauses,"This is the second course in the Teach English: Intermediate Grammar specialization. In this course, you will learn how to effectively teach adjectives, adjective phrases, and adjective clauses to your students. You will learn what makes this grammar difficult for students and how to make it easier for them. You will also learn a variety of activities and methods for teaching this content in a fun and interesting way. You will have opportunities to practice the skills you learn by creating sampl",Advanced,,English
Techniques of Design-Oriented Analysis,Coursera,University of Colorado Boulder,Skills: materials  spice  Steel Connection Design  power electronics  euler's totient function  homework  electronic circuit simulation  analysis  electronics  Matlab physical-science-and-engineering electrical-engineering,,,https://www.coursera.org/learn/techniques-of-design-oriented-analysis,"This course can also be taken for academic credit as ECEA 5706, part of CU Boulder�s Master of Science in Electrical Engineering degree.  This is Course #2 in the Modeling and Control of Power Electronics course sequence. The course is focused on techniques of design-oriented analysis that allow you to quickly gain insights into models of switching power converters and to translate these insights into practical converter designs. The design-oriented techniques covered are the Extra Element Theor",Advanced,,English
Techniques of Materials Characterization,NPTEL,IIT Kharagpur,Materials Characterization,,,https://nptel.ac.in/courses/113105101,,,12 Weeks,English
Technologies for Clean and Renewable Energy Production,NPTEL,IIT Roorkee,"Energy and Environment
Energy Systems",,,https://nptel.ac.in/courses/103107157,,,8 Weeks,English
"Technology Commercialization, Part 1: Setting up your Idea Filtering System",Coursera,University of Rochester,Skills: reason  new business development  leadership  internality  technical analysis  interview  i-deas  commercialization  creed & company  Innovation business entrepreneurship,4.2,,https://www.coursera.org/learn/technology-commercialization,New ideas based on high-technology research have a high failure rate because they hit the ground running with lopsided priorities and misalignments. Students complete this course with an Innovation Creed (�Why are you doing this?�) and a customized Idea Filter (�Are you working on the right priorities?�)�2 simple tools that steer concept-stage commercialization to success.,Advanced,,English
Technology Leadership and Entrepreneurship,Coursera,Peter the Great St. Petersburg Polytechnic University,Skills: organizational structure  leadership style  Product Development  market (economics)  core competency  Innovation  Entrepreneurship  business process  leadership  Collaboration business business-strategy,4.9,,https://www.coursera.org/learn/technology-entrepreneurship,"The Technology Entrepreneurship course will help students understand what Technology Entrepreneurship is and what its features are. Based on the best competencies of the course partners from Germany, Russia and Korea, the student will not only be able to go through all stages of technology entrepreneurship development on their own but will also feel the peculiarities of the global project development in accordance with national approaches. The student will consistently pass all steps from the id",Advanced,,English
Tell the Data Story with Survey Graphics in Google Slides,Coursera,Coursera Project Network,Skills: use case  Framing  presentation (software)  Line Chart  software  audience  Spreadsheet Software  presentation  Chart  project data-science data-analysis,,,https://www.coursera.org/learn/tell-the-data-story-with-survey-graphics-in-google-slides,"�Tell me a story.� At some point, we all have either heard those words or uttered them ourselves. The strong desire to be transported and to understand through narrative is something that stays with us through adulthood and is activated in our personal and professional lives. Why are humans so profoundly impacted by stories? Studies show that narrative helps us to find meaning in information and activates a desire to connect with it. By engaging with a story, we open the door to allow the meanin",Advanced,,English
TensorFlow Serving with Docker for Model Deployment,Coursera,Coursera Project Network,Skills: PyTorch  Machine Learning  inference  Python Programming  statistical classification  modeling  Deep Learning  euler's totient function  Tensorflow  representational state transfer data-science machine-learning,4.9,,https://www.coursera.org/learn/tensorflow-serving-docker-model-deployment,"This is a hands-on, guided project on deploying deep learning models using TensorFlow Serving with Docker. In this 1.5 hour long project, you will train and export TensorFlow models for text classification, learn how to deploy models with TF Serving and Docker in 90 seconds, and build simple gRPC and REST-based clients in Python for model inference.  With the worldwide adoption of machine learning and AI by organizations, it is becoming increasingly important for data scientists and machine lear",Advanced,,English
TensorFlow for AI: Applying Image Convolution,Coursera,Coursera Project Network,Skills: convolution  Artificial Neural Networks  project mine  ordered pair  project  materials  Tensorflow  Convolutional Neural Network  series a round  Deep Learning data-science machine-learning,5.0,,https://www.coursera.org/learn/tensorflow-for-ai-applying-image-convolution,"This guided project course is part of the ""Tensorflow for AI"" series, and this series presents material that builds on the first course of DeepLearning.AI TensorFlow Developer Professional Certificate, which will help learners reinforce their skills and build more projects with Tensorflow.  In this 1.5-hour long project-based course, you will discover convolutions, apply filters to images, apply pooling layers, and try out the convolution and pooling techniques on real images to learn about how ",Beginner,,English
TensorFlow for AI: Computer Vision Basics,Coursera,Coursera Project Network,Skills: project  Deep Learning  Loss Function  Artificial Neural Networks  Computer Vision  Machine Learning  ordered pair  Tensorflow  p-value  Python Programming data-science machine-learning,4.3,,https://www.coursera.org/learn/tensorflow-for-ai-computer-vision-basics,"This guided project course is part of the ""Tensorflow for AI"" series, and this series presents material that builds on the first course of DeepLearning.AI TensorFlow Developer Professional Certificate offered at Coursera, which will help learners reinforce their skills and build more projects with Tensorflow.  In this 1-hour long project-based course, you will learn practically how to work on a basic computer vision task in the real world and build a neural network with Tensorflow, solve simple ",Advanced,,English
TensorFlow for AI: Get to Know Tensorflow,Coursera,Coursera Project Network,Skills: Python Programming  entry point  exercise  project mine  Machine Learning  Test Set  project  Tensorflow  euler's totient function  Loss Function data-science machine-learning,4.7,,https://www.coursera.org/learn/tensorflow-for-ai-get-to-know-tensorflow,"This guided project course is part of the ""Tensorflow for AI"" series, and this series presents material that builds on the first course of DeepLearning.AI TensorFlow Developer Professional Certificate offered at Coursera, which will help learners reinforce their skills and build more projects with Tensorflow.  In this 1-hour long project-based course, you will get to know the basics and main components of Tensorflow through hands-on exercises, and you will learn how to define, compile and train ",Advanced,,English
TensorFlow for AI: Neural Network Representation,Coursera,Coursera Project Network,Skills: Training  Deep Learning  Tensorflow  world file  materials  Artificial Neural Networks  series a round  project mine  modeling  ordered pair data-science machine-learning,5.0,,https://www.coursera.org/learn/tensorflow-for-ai-neural-network-representation,"This guided project course is part of the ""Tensorflow for AI"" series, and this series presents material that builds on the first course of DeepLearning.AI TensorFlow Developer Professional Certificate, which will help learners reinforce their skills and build more projects with Tensorflow.  In this 1.5-hour long project-based course, you will learn practically how to work on a deep learning task in the real world and create, train, and test a neural network with Tensorflow using real-world image",Intermediate,,English
TensorFlow for CNNs: Learn and Practice CNNs,Coursera,Coursera Project Network,Skills: Tensorflow  Convolutional Neural Network  world file  exercise  series a round  project  Artificial Neural Networks  Deep Learning  statistical classification  modeling data-science machine-learning,,,https://www.coursera.org/learn/tensorflow-for-cnns-learn-and-practice-cnns,"This guided project course is part of the ""Tensorflow for Convolutional Neural Networks"" series, and this series presents material that builds on the second course of DeepLearning.AI TensorFlow Developer Professional Certificate, which will help learners reinforce their skills and build more projects with Tensorflow.  In this 2-hour long project-based course, you will learn the fundamentals of CNNs, structure, components, and how they work, and you will learn practically how to solve an image cl",Beginner,,English
TensorFlow for CNNs: Transfer Learning,Coursera,Coursera Project Network,Skills: project mine  series a round  Artificial Neural Networks  Tensorflow  materials  statistical classification  Training  modeling  project  Convolutional Neural Network data-science machine-learning,,,https://www.coursera.org/learn/tensorflow-for-cnns-transfer-learning,"This guided project course is part of the ""Tensorflow for Convolutional Neural Networks"" series, and this series presents material that builds on the second course of DeepLearning.AI TensorFlow Developer Professional Certificate, which will help learners reinforce their skills and build more projects with Tensorflow.  In this 1.5-hour long project-based course, you will learn how to apply transfer learning to fine-tune a pre-trained model for your own image classes, and you will train your model",Beginner,,English
TensorFlow on Google Cloud,Coursera,Google Cloud,"Skills: Applied Machine Learning, Deep Learning, Machine Learning, Tensorflow, Google Cloud Platform, Artificial Neural Networks, Human Learning, Machine Learning Software, Python Programming, Cloud Computing, Cloud Platforms",4.4,4.4(2.7K reviews),,,,,English
TensorFlow: Advanced Techniques,Coursera,DeepLearning.AI,"Skills: Deep Learning, Machine Learning, Tensorflow, Artificial Neural Networks, Applied Machine Learning, Python Programming, Machine Learning Algorithms, Human Learning, Computer Vision, Computer Programming, Network Model, Machine Learning Software, Network Architecture, Training, Visualization (Computer Graphics), Computer Graphic Techniques, Strategy",4.8,4.8(1.4K reviews),,,,,English
TensorFlow: Data and Deployment,Coursera,DeepLearning.AI,"Skills: Machine Learning, Applied Machine Learning, Deep Learning, Tensorflow, Computer Programming, Javascript, Artificial Neural Networks, Python Programming, Data Model, Machine Learning Software, Mobile Development, Web Development, Computer Vision, Mobile Development Tools, Extract, Transform, Load, Software Framework, Visualization (Computer Graphics), iOS Development",4.6,4.6(1.4K reviews),,,,,English
Terraform Basics: Automate Provisioning of AWS EC2 Instances,Coursera,Coursera Project Network,Skills: Writing  project mine  Planning  project  provisioning  Continuous Function  must  command-line interface  resource  entry point information-technology cloud-computing,5.0,,https://www.coursera.org/learn/terraform-devops-aws-cloud-iac-ec2,"In this Guided Project, you will do a quick tour of Terraform, one of the most popular tools used by DevOps teams to automate infrastructure tasks. Terraform's main appeal is that we just declare what our infrastructure should look like, and the tool will decide which actions must be taken to �materialize� that infrastructure.   By the end of this project, you will have learnt how to automate your infrastructure with Terraform. This project will also prepare you with hands-on knowledge for autom",Intermediate,,English
Terrorism and Counterterrorism: Comparing Theory and Practice,Coursera,Edwin Bakker,,4.8,3195,,,Beginner,,English
Testing and Debugging Python,Coursera,Coursera Project Network,Skills: debuggers  software  c++  euler's totient function  Software Testing  Python Programming  sorting algorithm  sorting  software bug  frama-c computer-science software-development,4.4,,https://www.coursera.org/learn/testing-and-debugging-python,"If you have seen any of the news lately, it is not hard to imagine why software bugs cost the economy billions of dollars per year as well as costing lives. The ability to test your code (and other�s code) is probably one of the most important skills to know as a developer. Knowing how to track down and fix bugs is also critical.  Testing can mean adding print statements to output data at certain points in a program to visually check it. Testing can also involve developing separate programs to t",Beginner,,English
Testing for Web Accessibility With Accessibility Insights,Coursera,Coursera Project Network,Skills: evaluation  .properties  Web Design  test automation  web accessibility  running  english language  web  manual testing  project computer-science mobile-and-web-development,4.9,,https://www.coursera.org/learn/testing-for-web-accessibility-with-accessibility-insights,"In this 2-hour long project-based course, you will learn how to administer automated checks, understand the test results, and conduct manual accessibility tests to evaluate whether a site is perceivable, operable, understandable, and robust. By the end of the project, you will have generated an accessibility report by running industry-leading automated tests and basic manual tests.  Note: This course works best for learners who are based in the North America region. We�re currently working on pr",Beginner,,English
Text Mining and Analytics,Coursera,University of Illinois at Urbana-Champaign,Skills: probability  Topic Model  Natural Language Processing  modeling  analysis  Document Classification  Mixture Model  text mining  analytics  sentiment analysis data-science data-analysis,4.2,,https://www.coursera.org/learn/text-mining,"This course will cover the major techniques for mining and analyzing text data to discover interesting patterns, extract useful knowledge, and support decision making, with an emphasis on statistical approaches that can be generally applied to arbitrary text data in any natural language with no or minimum human effort.   Detailed analysis of text data requires understanding of natural language text, which is known to be a difficult task for computers. However, a number of statistical approaches ",Beginner,,English
Text Retrieval and Search Engines,Coursera,University of Illinois at Urbana-Champaign,Skills: document retrieval  documents  language  web crawler  recommender systems  rankings  information retrieval  language model  Vector Spaces  text mining data-science data-analysis,4.4,,https://www.coursera.org/learn/text-retrieval,"Recent years have seen a dramatic growth of natural language text data, including web pages, news articles, scientific literature, emails, enterprise documents, and social media such as blog articles, forum posts, product reviews, and tweets. Text data are unique in that they are usually generated directly by humans rather than a computer system or sensors, and are thus especially valuable for discovering knowledge about people�s opinions and preferences, in addition to many other kinds of knowl",Beginner,,English
"Text, Textuality and Digital Media",NPTEL,IIT Delhi,,,,https://nptel.ac.in/courses/109102156,,,12 Weeks,English
Textile Finishing,NPTEL,IIT Delhi,,,,https://nptel.ac.in/courses/116102054,,,12 Weeks,English
"Textual Elements of Design: Fonts, Typography, and Spacing",Coursera,University of Colorado Boulder,Skills: Web Design  html  typography  adobe illustrator  adobe photoshop  Brochure Design  Video Production  Graphic Design  Video Editing  Computer Graphics arts-and-humanities history,4.8,,https://www.coursera.org/learn/fonts-typography-spacing,"Graphic design is telling a story by using both images and text. With that definition in mind, this course will focus on the textual elements of graphic design. From the history of typography, the difference between type, fonts and text as well as exposure to typography spacing, students will learn the value of selecting the best kind of type and combinations of fonts to get their message across in a visually pleasing manner.",Beginner,,English
The 3D Printing Revolution,Coursera,University of Illinois at Urbana-Champaign,Skills: process  Human Learning  materials  solidworks  Creativity  3D Printing  Product Development  Mechanical Engineering  leadership  manufacturing process management business entrepreneurship,4.7,,https://www.coursera.org/learn/3d-printing-revolution,"This course will demonstrate how 3D printers work, show what people make with them, and examine the 3D printing ecosystem. It will also explore the future of 3D printing and discuss how this technology will revolutionize our world. The course materials include informative video lectures, on-location interviews with a variety of 3D printing experts, and engaging hands-on exercises. Learners who complete this introductory course will have a solid understanding of 3D printing and its revolutionary ",Beginner,,English
The AI Ladder: A Framework for Deploying AI in your Enterprise,Coursera,IBM,Skills: at-will employment  information architecture  Business Solutions  leadership  Machine Learning  project  thought  evaluation  leverage (finance)  laddering business leadership-and-management,4.7,,https://www.coursera.org/learn/ibm-ai-ladder-framework,"This course is intended for business and technical professionals involved in strategic decision-making focused on bringing AI into their enterprises. Through the use of a conceptual model called �The AI Ladder�, participants in this course will learn the requirements, terms and concepts associated with successfully developing and deploying AI solutions in their enterprises.  After completing this course you will be able to explain and describe each of the steps required to ensure success when yo",Beginner,,English
The Addicted Brain,Coursera,"Michael Kuhar, Ph.D.",,4.7,2218,,,Beginner,,English
The Age of Sustainable Development,Coursera,Columbia University,Skills: Human Learning  Planning  climate change  Economics  analysis  sustainability  Sustainable Energy  Economic Development  Environmental Protection  energy physical-science-and-engineering environmental-science-and-sustainability,4.8,,https://www.coursera.org/learn/sustainable-development,"The Age of Sustainable Development"" gives students an understanding of the key challenges and pathways to sustainable development - that is, economic development that is also socially inclusive and environmentally sustainable.",Not Calibrated,,English
"The American South: Its Stories, Music, and Art",Coursera,The University of North Carolina at Chapel Hill,Skills: Poetry Writing  history  art  Storytelling  music  auctions  jazz  gauss markov theorem  photography  history of rock arts-and-humanities music-and-art,4.4,,https://www.coursera.org/learn/the-south,"From small farms to urban neighborhoods, from the region itself to the more distant worlds of the southern diaspora, we discover the stories, music, and art of the American South.",Beginner,,English
The Ancient Greeks,Coursera,Wesleyan University,Skills: flourishing  ancient greece  greek mythology  Culture  war  Art History  reason  art  mythology  history arts-and-humanities history,4.7,,https://www.coursera.org/learn/ancient-greeks,"This is a survey of ancient Greek history from the Bronze Age to the death of Socrates in 399 BCE. Along with studying the most important events and personalities, we will consider broader issues such as political and cultural values and methods of historical interpretation.",Beginner,,English
The Art & Science of Product Management,Coursera,Advancing Women in Product,Skills: business partner  process management  business process  Digital Marketing  Business Process Management  mbase  software product management  Product Strategy  neats vs. scruffies  Product Management computer-science design-and-product,5.0,,https://www.coursera.org/learn/pms-leading-design-engineering-ai-ml,"Sponsored by AMAZON WEB SERVICES (AWS). Learn how Amazon, Facebook, Google, and Twitch PMs and lead and collaborate with an interdisciplinary team of UX designers, software engineers, AI/ML engineers. Plus, practice real PM interview questions asked by Microsoft, Google, and Amazon!  Featuring NANCY WANG, Head of Data Protection Services, Amazon Web Services; Founder and CEO, Advancing Women in Product; SANDY CARTER, Vice President for Worldwide Public Sector Programs, Amazon Web Services; PRANA",Beginner,,English
The Art of Music Production,Coursera,Berklee College of Music,Skills: art  listening  emotions  Sound Design  music  signature  Audio Production  Writing  microphone  sound arts-and-humanities music-and-art,4.8,,https://www.coursera.org/learn/producing-music,"Explore the art of record production and how to make recordings that other people will love listening to. This course will teach you how to make emotionally moving recordings on almost any recording equipment, including your phone or laptop. The emphasis is on mastering tangible artistic concepts; the gear you use is up to you. You will learn to develop the most important tool in the recording studio: your ears. You will learn to enhance every aspect of your own productions, both sonically and m",Advanced,,English
The Art of Negotiation,Coursera,"University of California, Irvine",Skills: Leadership and Management  Contract Negotiation  Planning  Project Management  principle  win-win game  Communication  project management certification  Negotiation  art business business-essentials,4.3,,https://www.coursera.org/learn/art-of-negotiation,"The art of negotiation comes into play daily in the life of employees at all levels and in every position. Participants explore how current approaches to negotiation strategy and tactics are used, what negotiation entails, types of negotiation relationships that exist from hard bargain to win-win, to fully partnered relationships and personal ones. The course explores the personal and behavioral characteristics of an effective negotiator. Participants discuss how empowerment, power, and authorit",Advanced,,English
The Art of Vocal Production,Coursera,Berklee College of Music,Skills: Audio Recording  Audio Engineering  music  listening  Sound Design  ableton  Audio Editing  art  sound  human voice arts-and-humanities music-and-art,4.6,,https://www.coursera.org/learn/vocal-production,"This course addresses recorded vocal performances and the technologies used to highlight and support them in modern record production and mixes. Most of us know that vocals serve as the focal point of modern recordings but many do not know the tools used or when the tools are used best in modern record production.  The course begins with simple vocal placement in a mix, where you will also learn the fundamentals of compression and equalization. You�ll further study delays and reverbs before movi",Intermediate,,English
The Arts and Science of Relationships: Understanding Human Needs,Coursera,University of Toronto,"Skills: Emotional Intelligence, Communication",4.5,4.5(1.6K reviews),,,,,English
The Basics of Trauma Surgery,Coursera,Technische Universit�t M�nchen (TUM),Skills: injury  patient  body regions  injuries  anatomy  prosthesis  pathology  Surgery  traumatology  elbow life-sciences patient-care,4.4,,https://www.coursera.org/learn/trauma-surgery-basics,"This course imparts a wide range of basic knowledge and skills in the field of trauma surgical and orthopedic treatment of patients. To facilitate this, the course employs a new concept of information transfer. We follow a scientific approach and a sophisticated combination of modern teaching methods to vividly impart the taught contents. This included case-based learning, comprehensive factual knowledge, and consecutive quizzes, which help to better memorize the learned contents and later emplo",Advanced,,English
The Beauty of Kunqu Opera,Coursera,The Chinese University of Hong Kong,Skills: Art History  Poetry Writing  music  subtyping  facial  chinese language  female  art  monk  male arts-and-humanities music-and-art,4.8,,https://www.coursera.org/learn/kunqu-opera,"This course will focus on the historical and cultural background, literary aesthetics, music, and performance of Kunqu, China�s classical opera. After viewing the lecture videos presented by scholars and renowned maestros in the field of Kunqu, students� understanding and appreciation of Chinese performing arts, classical literature and traditional culture will be enhanced.",Not Calibrated,,English
"The Bible's Prehistory, Purpose, and Political Future",Coursera,Emory University,Skills: pragmatics  bible  ordered pair  religion  history  project  conquesting  israel  law  education arts-and-humanities history,4.7,,https://www.coursera.org/learn/bible-history,"With its walls razed to ground by Babylon�s armies, Jerusalem joined a long line of ancient vanquished cities�from Ur and Nineveh and Persepolis to Babylon itself. While some recovered from the destruction, others did not.  But none responded to political catastrophe by fashioning the kind of elaborate and enduring monument to their own downfall that we find in the Bible. Most conquered populations viewed their subjugation as a source of shame. They consigned it to oblivion, opting instead to ex",Beginner,,English
The Bilingual Brain,Coursera,University of Houston,Skills: child  language  Bilingual  linguistics  sign language  neuropsychology  neurolinguistics  child development  language development  neuroscience life-sciences psychology,4.6,,https://www.coursera.org/learn/bilingual,"This course explores the brain bases of bilingualism by discussing literature relevant to differences in age of initial learning, proficiency, and control in the nonverbal, single language and dual-language literature.  Participants will learn about the latest research related to how humans learn one or two languages and other cognitive skills.",Beginner,,English
The Bits and Bytes of Computer Networking,Coursera,Google,"Skills: Computer Networking, Network Architecture, Network Model, Networking Hardware, Network Analysis, Critical Thinking, Problem Solving, Computer Architecture, Human Computer Interaction, Network Security, Cloud Computing",4.7,4.7(47K reviews),,,,,English
The Blockchain System,Coursera,"University of California, Irvine",Skills: ordered pair  Data Structures  peer-to-peer  chaining  BlockChain  data sharing  c process control  multiple histories  authentication  smart contract computer-science algorithms,4.2,,https://www.coursera.org/learn/blockchain-system,"Learn how the blockchain authenticates transactions and distributes data to peers � nodes connected to the network. This course shows you how multiple versions of a blockchain are reconciled into one, discusses blockchain limitations, and delves into organizational applications of blockchain technology.  This course requires the purchase of two books for the completion of assignments:  Drescher, D. (2017). Blockchain Basics: A Non-Technical Introduction in 25 Steps. (ISBN-13: 978-1484226032) Ant",Beginner,,English
The Blues: Understanding and Performing an American Art Form,Coursera,University of Rochester,Skills: call and response  art  jazz improvisation  Scaling  jazz  harmony  gauss markov theorem  music  piano  chord arts-and-humanities music-and-art,4.8,,https://www.coursera.org/learn/the-blues,"The blues is an American art form and the most important musical form in jazz. Although there are other formal paradigms of the blues, such as 8-bar or 16-bar, this course focuses on different incarnations of the 12-bar blues. There are considerable differences between Early Jazz blues, Swing blues, Bebop blues, Modal blues, and Post Bop blues. Each type has its unique harmonic syntax, melodic vocabulary and, associated with them, improvisational techniques. While other aspects of jazz performan",Intermediate,,English
The Brain and Space,Coursera,Duke University,Skills: memory  prism (surveillance program)  grid cell  sound  neuron (software)  action potential  neuroscience  Cortex  goggles  cognitive science life-sciences basic-science,4.8,,https://www.coursera.org/learn/human-brain,"This course is about how the brain creates our sense of spatial location from a variety of sensory and motor sources, and how this spatial sense in turn shapes our cognitive abilities.  Knowing where things are is effortless.  But �under the hood,� your brain must figure out even the simplest of details about the world around you and your position in it.  Recognizing your mother, finding your phone, going to the grocery store, playing the banjo � these require careful sleuthing and coordination ",Intermediate,,English
The Business of Cybersecurity Capstone,Coursera,University System of Georgia,Skills: Risk  Leadership and Management  performance measurement  security management  security  information security  contingency plan  Risk Management  Computer Security Incident Management  Strategy computer-science computer-security-and-networks,4.8,,https://www.coursera.org/learn/business-of-cybersecurity-capstone,"This course intends to make the student familiar with information security management. When you have finished with this course you will know more about:   � Governance: including the mission, roles and responsibilities of the InfoSec governance function, and the strategic planning process and InfoSec�s role in the organization�s strategic planning effort. � You will understand the various types of InfoSec policies and how effective information security policy is created and used. � Risk manageme",Advanced,,English
The Business of Health Care,Coursera,University of Pennsylvania,"Skills: Leadership and Management, Finance, Decision Making, Performance Management, Strategy and Operations, Operations Management, Business Analysis, Financial Analysis, Financial Management, Business Psychology, Accounting, Accounts Payable and Receivable, Financial Accounting, General Accounting, Management Accounting, People Management, People Analysis, Strategy, Business Process Management, Innovation, Leadership Development, Payments, Behavioral Economics, Problem Solving, Compensation, Correlation And Dependence, Insurance Sales, Research and Design, Risk Management",4.6,4.6(1.8K reviews),,,,,English
The Business of Music Production,Coursera,Berklee,"Skills: Creativity, Critical Thinking, Regulations and Compliance, Problem Solving, Process Analysis, Writing, Decision Making, Business Analysis, Deep Learning, Strategy, Leadership and Management",4.8,4.8(5K reviews),,,,,English
The Business of Product Management I,Coursera,Advancing Women in Product,Skills: market segmentation  persona (user experience)  go to market  product/market fit  Product Marketing  Leadership and Management  B2B Sales  Product Management  Product Strategy  customer experience business leadership-and-management,4.8,,https://www.coursera.org/learn/the-business-of-product-management-one,"Sponsored by AMAZON WEB SERVICES (AWS). Learn real-world PM lessons from Amazon, Intuit, Procter and Gamble, Barnes and Noble, Whole Foods, Google, Mint Mobile, Juicero, Twitter, Tesla, Dropbox, Eventbrite, Blue, Samson, Coffee Meets Bagel, Mixpanel, and more!  Featuring NANCY WANG, Head of Data Protection Services, Amazon Web Services; Founder and CEO, Advancing Women in Product; WAYNE DUSO, Vice President for Edge Computing, File Services, and Data Services, Amazon Web Services; ARUM KANG, Co-",Advanced,,English
The Business of Social,Coursera,Northwestern University,Skills: social media marketing  Social Media  media market  Leadership and Management  social marketing  Marketing  Strategy  Digital Marketing  marketing strategy  sustainability business marketing,4.7,,https://www.coursera.org/learn/business-of-social,"In a 2014 study of CEOs and CMOs, IBM found 63% wanted social strategies which generate business metrics while only 20% of businesses worldwide actually have them. This means strategies which not only grow your company�s social footprint but link to your sales and marketing systems. With this critical linkage, your social and mobile strategies will provide you with the ability to engage consumers at a 1-to-1 level and measure your social investments in terms of costs, revenues, profits and ROI. ",Intermediate,,English
The Challenges of Global Health,Coursera,Duke University,Skills: infectious diseases  non-communicable disease  global  reproductive health  Determinants  disease  injuries  Strategy  biomedical engineering  canning life-sciences public-health,4.8,,https://www.coursera.org/learn/global-health,"What are the world�s major health challenges?  What contributes to them?  What can we do to improve health outcomes and reduce health disparities?    Whether you are new to Global Health, want to take a refresher course, or want to sample Global Health before undertaking undergraduate or graduate study in the field, The Challenge of Global Health is designed to provide a comprehensive but concise foundation for understanding Global Health problems and solutions.   Taught by Dr. David Boyd, an aw",Beginner,,English
The Changing Arctic,Coursera,National Research Tomsk State University,Skills: Human Learning  Geology  curiosity  methane  Problem Solving  plant  biologist  resource  dam  volatile organic compound life-sciences basic-science,4.3,,https://www.coursera.org/learn/changing-arctic,"What will I learn? After taking this course you will have an understanding of Arctic landscapes, how they were formed and how they are changing. You will also learn how scientists from countries around the North are working together to understand how these changes will affect the People of the North and the global community. You will experience a range of scientific topics, up-to-date-methods for understanding our environment, and the current consensus views on the future of the Arctic environme",Not Calibrated,,English
